"url","tool","category","indexed","clicks_28d","impressions_28d","clicks_90d","impressions_90d","clicks_6m","impressions_6m","avg_position","ctr","tier1_relevance","tool_usage","internal_links","duplicate_risk","competition","unique_value","accuracy_risk","decision","priority"
"/seo/favicon-checker","Favicon Code Generator","SEO Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/online-password-generator","Password Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/password-strength-checker","Password Strength Checker","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/md5-hash-generator","MD5 Hash Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/sha256-hash-generator","SHA-256 Hash Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/sha1-hash-generator","SHA-1 Hash Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/sha512-hash-generator","SHA-512 Hash Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/online-bcrypt-hash-generator","Bcrypt Hash Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/online-aes-encrypt-decrypt","AES Encrypt & Decrypt","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/rsa-key-generator","RSA Key Pair Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/hmac-generator","HMAC Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/random-string-generator","Random String Generator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/encryption-decoder","Caesar Cipher Tool","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/binary-to-text","Binary to Text Converter","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/hex-to-text","Hex to Text Converter","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/security/online-morse-code-translator","Morse Code Translator","Security & Encryption","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/twitter-character-counter","Twitter/X Character Counter","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/online-instagram-caption-counter","Instagram Caption Counter","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/online-social-media-image-resizer","Social Media Image Resizer","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/youtube-thumbnail-checker","YouTube Thumbnail Checker","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/emoji-picker-and-copier","Emoji Picker & Copier","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/text-to-emoji-converter","Text to Emoji Converter","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/online-linkedin-post-formatter","LinkedIn Post Formatter","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/social-media-bio-generator","Social Media Bio Generator","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/unicode-text-converter","Unicode Text Converter","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/tiktok-character-counter","TikTok Caption Counter","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
"/social-media/online-social-post-scheduler-planner","Social Post Planner","Social Media Tools","UNKNOWN","","","","","","","","","REVIEW","UNKNOWN","UNKNOWN","REVIEW","UNKNOWN","REVIEW","REVIEW","MAINTAIN","REVIEW"
